Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,19.6,26.4,10.8,-,60,0,2.6,5.4,14.8
2,19.6,28,9,1014.6,56,0,2.4,2.4,11.1
3,18.9,28.1,8.6,1016.7,58,0,1.9,3.5,9.4
7,17.5,25.1,8.8,1015.7,67,0,1.9,4.8,22.2
8,16.5,24.2,7.6,1016.3,70,0,1.8,2.8,11.1
9,17.4,25,8.2,1014.9,66,0,1.8,1.1,7.6
13,16.4,21.6,11.2,-,77,1.02,2.6,3.9,7.6
14,15.7,21.4,8,1022.8,74,0,1.9,5.9,14.8
15,15.3,22,8.2,1022.3,78,0,1.9,5.6,13
19,14.8,22.3,5.2,1018.9,67,0,2.1,4.6,11.1
20,12.3,22.4,4,1017.9,74,0,1.3,1.1,3.5
21,11.3,22.3,4.7,1017.7,82,0,1.1,3,3.5
25,12.3,19.4,6.2,1016.8,80,0,1.3,6.7,25.9
26,11.1,20.6,3.6,1015.7,76,0,1.3,3,9.4
27,11.6,21.4,3.4,1017.1,76,0,1.1,2.4,5.4
31,12,22.9,3.8,1021.2,73,0,0.8,4.8,25.9
