Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,31.5,35,26,997,71,0.51,2.7,5,14.8
2,32.1,35.6,28.2,998.3,67,0,2.3,13,22.2
3,31.5,35.8,28.2,998.6,68,0,2.3,11.7,22.2
7,28.2,31.8,26.4,999.2,89,2.03,1.9,2.6,7.6
8,30.4,33.4,26.5,999.9,83,4.06,1.9,4.6,9.4
9,32,35.4,27.6,1001.8,73,0.51,2.3,4.6,14.8
13,30.4,33.2,27.6,997.1,78,7.87,1.9,1.7,7.6
14,30.8,34.4,27.4,997.6,80,0.51,2.3,4.3,9.4
15,31.1,35.3,28.4,999.9,73,8.89,2.6,5.6,14.8
19,28.5,36.3,26.6,998.4,91,5.08,1.9,0,-
20,30,33.6,25.9,999.8,83,40.89,1.9,4.3,9.4
21,31.7,36.4,26.2,999.2,73,0,1.9,4.6,9.4
25,30.3,34.4,27,998.5,73,0,2.6,11.3,24.1
26,31,34.2,27,998,73,0,3.2,7.8,24.1
27,29.6,34.9,26.5,999.8,83,2.03,2.6,2.6,9.4
31,30.9,35.1,28,1000,76,0,2.3,4.8,11.1
