Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,24.1,31.1,16,1014.3,65,0,1.6,5,14.4
2,24.6,32,16,1012.1,63,0,1.6,4.1,7.6
3,25.2,31.6,18.5,1011.7,63,0.25,1.9,9.4,14.8
7,20.3,28,12.5,1015.7,44,0,3.1,8.3,18.3
8,18.6,27.8,10.5,1014.7,58,0,1.4,1.1,3.5
9,21.5,29,11,-,59,0,1.4,2.4,-
13,21.9,30.2,14.2,1009.6,74,0.25,1.3,4.1,9.4
14,22.2,29.4,17.6,1011.4,77,7.11,2.3,5.4,14.8
15,22.2,28.5,16.2,1015.2,67,1.02,2.4,4.8,9.4
17,-,-,-,-,-,-,-,-,-
18,-,-,-,-,-,-,-,-,-
19,-,-,-,-,-,-,-,-,-
20,-,-,-,-,-,-,-,-,-
21,-,-,-,-,-,-,-,-,-
22,-,-,-,-,-,-,-,-,-
25,19.3,27.9,10.4,1016.4,59,0,2.9,2,9.4
26,19.8,27.2,10.5,1016.3,64,0,2.1,0.7,5.4
27,20.8,28.2,10.7,1018,65,0,1.9,0.9,5.4
