Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,27.8,34.8,20,1008.6,52,0,2.7,6.1,11.1
2,27.6,36.2,20.8,1009,53,0,2.6,4.8,11.1
3,29.4,38.2,21.4,1007.2,49,0,2.6,2.6,5.4
7,27.9,36.6,19,1008.3,57,5.08,2.7,5.9,9.4
8,29.4,35.6,23,1008.8,51,0,2.3,9.1,18.3
9,25.2,36.3,20.2,1010.1,67,2.03,2.9,6.7,22.2
13,25.8,34.4,18.2,1008.3,38,0,2.3,3,14.8
14,28.1,36,18.2,1006.8,36,0,3.1,4.6,14.8
15,30.1,38,20.5,1006,39,0,2.7,3.1,11.1
19,31.1,39,23,1003,32,0,2.6,5,22.2
20,32.7,39.4,24,1002.6,26,0,1.9,12.4,33.5
21,29.2,39.5,24,1007.9,31,0,2.6,9.1,14.8
25,31.7,41.4,20.8,1002.3,26,0,2.6,5.6,18.3
26,33.2,41.6,25.5,1001.5,31,0,1.9,4.8,13
27,32.4,42,26.4,1004.7,48,0,3.1,7,9.4
