Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,31.7,40,26.5,1003.4,52,0,2.7,10,14.8
2,28.8,37.6,20.2,1004.7,59,12.95,1.6,13.7,31.3
3,29.6,34.2,25,1005.8,52,0,1.9,10,14.8
7,31.2,38,24,1003.2,40,0,1.9,11.7,37
8,29.1,39.6,24.6,1004.3,43,0,1.8,7.4,22.2
9,28.3,35.2,22.4,1006.1,57,0,1.9,3.3,11.1
13,29.9,42.2,24.4,1003.5,56,7.87,1.8,12,31.3
14,30.2,35.6,24,1004.6,53,0,2.6,6.7,9.4
15,32.2,37.4,26.4,1002.2,54,0,2.7,5.2,16.5
19,33.1,41.2,26.4,1001.7,40,0,1.9,4.4,14.8
20,33.2,41.4,27,1002.8,33,0,2.6,3.1,14.8
21,34.1,41.2,25.5,1002.9,26,0,2.7,5.9,16.5
25,34.5,43,23.8,1000.1,25,0,2.7,6.5,22.2
26,34.5,44,24.5,998.9,27,0,1.9,4.4,18.3
27,36.1,45,26.3,998.1,24,0,2.7,8.7,25.9
31,35.9,42,29.4,999.7,46,0,2.7,7,14.8
