Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,13.9,22.1,7.9,1019.9,55,0,1.6,10,22.2
2,14.7,22.8,8.4,1018.7,52,0,1.4,8.3,22.2
3,15.7,23.6,10.6,1017.5,57,0,1.6,3.5,11.1
7,13.4,22,7.6,1014.5,65,0.51,1.8,9.1,14.8
8,13.4,20.5,9.1,1014.9,40,2.03,2.9,9.4,18.3
9,11.9,19.3,4,1017.1,49,0,2.3,13.1,25.9
13,17.2,26.1,12.6,1012.5,65,0,1.4,5.7,18.3
14,16.8,23.6,11.7,1015.6,64,0,0.8,5.4,16.5
15,15.5,21.7,11.3,1015.1,42,0,2.4,7.8,14.8
19,17.3,24.6,10.9,1014.8,49,0,2.3,12.2,25.9
20,17.7,25.5,11.4,1011.2,54,0,1.4,7.8,18.3
21,20.2,29.3,11.1,1008.5,58,0,1.4,3.7,14.8
25,16.7,26.6,10.5,1013.3,42,0,2.4,10.6,18.3
26,17.1,23.8,9.7,1012,45,0,2.9,15.6,27.8
27,18.1,25,10.3,1009.4,46,0,1.9,15.9,27.8
