Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,16.3,21.3,12,1015.1,90,9.91,1.1,4.3,13
2,16.1,21.8,10,1017.1,82,0,1.3,5.7,11.1
3,17.8,25.7,10.5,1016.3,67,0,2.1,3.7,11.1
7,18.4,25.9,11,1017,65,0,2.3,6.7,14.8
8,19.8,27.1,12.8,1017.2,66,0,2.6,9.8,24.1
9,22.3,29,14,1014.6,61,0,2.3,5,13
13,18.9,27.1,12.8,1016.1,65,0,2.6,9.8,18.3
14,19.7,27.6,12,1015.2,66,0,1.9,5.7,13
15,21.4,29.7,12.6,1016.4,65,0,1.4,2.8,9.4
19,21.7,28.4,16.2,1013.1,61,0,2.3,10.2,22.2
20,21.5,29.2,15,1010.8,59,0,2.6,7.4,18.3
21,22.4,32.5,14.5,1007.2,68,0,2.1,5.4,11.1
25,24.6,32.7,16.5,1010.6,64,0,1.8,2.8,11.1
26,25.2,32.7,19.1,1010.7,64,0,1.9,2.8,11.1
27,23.4,29.1,19.6,1011.7,69,2.03,1.9,4.8,9.4
31,24.2,30.8,17,1008.2,48,0,1.9,13.1,22.2
