Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,29.5,35.3,24.6,1001.1,71,36.07,2.3,10.9,48.2
2,29.4,35.3,26.3,1001.7,76,0,2.6,10.4,20.6
3,28.5,33.2,26,1001.3,82,2.03,1.9,15,25.9
7,30.9,34.7,25.7,1003.5,73,0,1.9,1.3,5.4
8,31.2,36,26.4,1003.3,72,0,1.9,3.5,13
9,30.8,36,26.8,1002.5,76,0,1.9,1.9,11.1
13,29.3,34.1,23.5,1004.1,73,0,1.8,4.3,11.1
14,29,34.8,24.6,1004.3,71,0,1.9,6.7,14.8
15,29.8,34.9,22.5,1004.2,68,0,2.6,6.7,18.3
19,31,36.3,25.3,1003.5,62,0,3.1,4.3,14.8
20,31,36.3,26,1002.8,61,0,2.3,4.4,11.1
21,30.4,36.2,25.2,1003.6,61,0,2.6,5.6,14.8
25,30,35.8,24.2,1007.7,58,0,2.6,9.6,18.3
26,30.1,35.7,24,1008.1,57,0,2.4,5.7,16.5
27,30.7,36.3,25.4,1009.2,54,0,3.1,8.9,16.5
