Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,22.5,29.3,16.6,1014,57,0,1.3,5.4,11.1
2,22.7,31.1,15.8,1014.5,54,0,1.4,7.2,20.6
3,23.4,31.2,15,1013.4,58,0,1.1,4.1,14.8
7,23.9,31.7,16.6,1012.9,69,0,1,2.4,11.1
8,24,32.1,17.1,1014.6,69,0,1.3,1.7,9.4
9,24.2,31.6,17.2,1015.3,62,0,1.1,4.3,11.1
13,18.5,27.6,11.7,1016.6,56,0,1.3,3.3,11.1
14,18.3,27.6,9,1016.4,48,0,1.3,7.4,22.2
15,18.6,27.5,10.6,1014.8,51,0,1.3,2.8,11.1
19,17.6,28.8,8.5,1016.6,59,0,1.3,1.1,9.4
20,18.4,28.8,11.7,1014.9,58,0,1.4,3.7,9.4
21,17.2,27.8,9.8,1014.1,64,0,1,2,11.1
25,16.4,26.6,8,1015,57,0,1.3,2.6,14.8
26,17.4,26.7,9,1011.2,55,0,1.4,6.3,14.8
27,18.2,29.7,9.1,1011.8,66,0,1,0,-
