Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,13.9,21.1,10.8,1019.8,83,0,0.8,2.6,7.6
2,15.3,24.4,6.8,1016.9,79,0,0.6,1.9,7.6
3,18.6,27.8,8.9,1014.4,65,0,1.3,5.6,57.6
7,19.7,26.4,15.1,1009.3,72,0,1.6,15,29.4
8,13.8,26.4,9.6,1011.3,88,0,1,8.1,14.8
9,12.7,19.5,7,1012,66,0,1.4,9.3,25.9
13,15.3,22.6,5.6,1013.6,67,0,1.6,4.8,11.1
14,13.1,22.6,11,1011.8,97,23.11,1.1,5.4,11.1
15,12.6,17.7,9.2,1012.6,91,16,0.6,3.9,7.6
19,15.1,23.3,7.1,1016.7,77,0,0.8,1.9,7.6
20,16.1,24.5,8.2,1014.8,80,0,0.6,1.9,9.4
21,17.2,24.6,9,1014.2,75,0,1.4,8.9,14.8
25,17.9,25.2,10.3,1017.4,70,0,1.1,0.9,7.6
26,18.9,26.2,12.5,1014.4,72,0,1.3,2.4,9.4
27,18.6,25.3,13,1013.3,80,0.25,1.1,7.2,22.2
