Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,31.9,37.8,25,1001.8,61,0,1.9,4.3,9.4
2,33.8,38.9,27,1001.1,54,0,1.9,7,13
3,33.4,39.8,27.6,999.7,54,0,1.9,13,25.9
7,28.3,33.6,23.3,998.4,87,10.92,1.9,1.7,7.6
8,31.2,35.8,24.8,998.6,77,26.92,1.9,2.8,11.1
9,29.7,35.8,25.2,998.9,82,1.02,1.9,2.6,9.4
13,29.9,33.7,23.3,1000.6,78,7.11,2.6,4.8,11.1
14,31.1,35.6,26.4,998.5,73,0,1.9,10.9,18.3
15,33.4,37,27,994.1,61,0,1.9,17.2,29.4
19,30.1,34.7,26,997.7,76,2.03,1.9,0.7,5.4
20,29.1,34.7,24.4,999.2,82,3.05,1.9,4.8,11.1
21,31.5,35.7,25.7,999.9,74,4.06,1.9,8.1,13
25,31.3,36.5,27.3,999.3,73,0,2.7,8.7,14.8
26,30,36.6,27,998.8,76,6.1,2.6,16.9,25.9
27,29.7,34.7,24.6,1000.2,74,4.06,2.7,11.3,18.3
31,28.9,31.6,25,999.7,77,0.51,1.9,4.1,14.8
