Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,32.1,36.6,28,1000.8,56,0,1.9,15.4,25.9
2,31.9,36.6,27.5,1001.7,54,0,1.9,12.8,24.1
3,31.4,36.5,27.6,1005.5,56,0,1.9,11.7,25.9
7,31.5,36.9,26.6,1005.7,53,0,1.9,9.4,22.2
8,31.9,36.9,26.8,1005.8,54,0,2.7,11.9,35.2
9,31,36.7,26.4,1005.7,54,0,2.6,10.2,31.7
13,32.2,37.9,27.3,1005.8,61,0,1.9,1.3,3.5
14,31.8,37.9,26.8,1003.5,59,0,1.9,2.6,9.4
15,32.9,38,27.5,1003.3,62,0,1.9,0.4,3.5
19,30.4,35.9,26,1003.6,78,22.1,1.6,2,7.6
20,29.1,34.8,27.2,1003.4,76,0,1.9,4.6,11.1
21,30.2,36.5,26.2,1002.3,70,0,1.9,5.7,14.8
25,28.4,33.9,23.5,1003.8,55,0,2.6,8.5,20.6
26,29.4,35.1,23.7,1005.3,60,0,2.3,6.3,14.8
27,28.6,35.2,25,1007.2,64,0,2.3,3,9.4
