Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,14.9,21.6,8.8,1017.4,76,0,0.8,0.9,7.6
2,14.7,21.6,10.2,1018.1,97,5.08,0.6,3.1,9.4
3,15,16.8,13.6,1017.5,94,7.11,0.5,0.9,7.6
7,9.8,17.6,6.4,1016.6,90,0,0.5,3.9,11.1
8,10.1,14.5,7.2,1019.2,90,0,0.3,3.3,7.6
9,10.5,16.3,6.8,1020.1,84,0,0.5,1.5,5.4
13,12.3,18.3,4,1017.1,81,0,0.5,4.8,9.4
14,12.1,18.3,9,1017.5,86,0.51,0.6,5.2,9.4
15,12.3,19,5.8,1019.3,82,0,0.5,0.9,7.6
19,13.9,21.6,9.4,1019,79,0,1,1.9,14.8
20,13.4,20.7,9.8,1020.1,80,0,0.8,7.2,11.1
21,13.3,17.5,9.5,1021.2,79,-,0.8,3.7,7.6
25,13.1,18.3,8.5,1020.6,80,0,0.8,4.1,14.8
26,13.7,18.3,11.6,1019.9,91,1.02,0.6,0.9,7.6
27,13.3,18.4,9.8,1019.3,79,0.76,1,5.2,14.8
31,13.8,21.5,7.2,1018,60,0,2.4,9.1,24.1
