Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,15.9,24.6,10.7,1014.2,65,0,1.4,2.2,9.4
2,15.4,24.6,8.8,1015.9,70,0,1.1,0,-
3,15,24.3,8.7,1016.5,72,0,1,1.1,5.4
7,14.6,23.3,7.7,1015,78,0,0.6,1.9,7.6
8,14.8,23.4,8,1012.3,70,0,0.8,1.7,13
9,14.3,22.6,8.5,1011.4,77,0,0.8,0.2,1.9
13,14.7,25.1,6.8,1012.5,66,0,1.1,0.7,5.4
14,13.7,25.1,6.3,1014.9,69,0,1.1,2.6,14.8
15,14.5,22.9,7.7,1014.8,69,0,1.1,5.6,14.8
19,13.7,21.9,8.5,1019.6,69,0,0.8,6.9,22.2
20,14.9,22.7,7.5,1017.7,53,0,1.1,12.4,25.9
21,13,21.7,6.8,1014.4,71,0,0.8,4.8,14.8
25,12.4,19,8.2,1014.3,84,0,0.5,5,11.1
26,11.5,19,7,1015.8,91,0,0.2,2,7.6
27,11.1,21,6.1,1016.1,81,0,0.5,0.6,3.5
31,12.1,17.8,8.8,1014,86,2.03,0.8,9.3,18.3
