Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,29.6,35,27.2,1002.6,85,4.06,1.9,1.1,5.4
2,29.4,34.4,26.5,1003,85,7.11,1.9,2.8,7.6
3,28.4,34.4,26,1001.7,86,33.02,1.9,5,27.8
7,28.9,33,26.7,1000.6,88,1.02,1.8,3.7,11.1
8,28.2,32.2,26.2,1002.6,87,12.95,1.8,6.3,16.5
9,28.9,34,25.8,1002.9,86,3.05,1.9,3.9,16.5
13,26.8,32.5,24.8,1002.6,92,26.92,1.9,0,-
14,27.9,32,24.6,1002.3,84,21.08,1.6,2,11.1
15,27.4,32.5,24.4,1003,83,0,1.9,1.1,7.6
19,22.9,32,21.8,1005.1,95,4.06,1.6,10.4,25.9
20,25.8,29.8,21.8,1004.1,94,58.93,1.6,4.1,14.8
21,26.2,29.8,24.4,1004.5,95,22.1,1.6,2.6,9.4
25,28.9,33,24.1,1006.9,70,0,1.9,9.3,18.3
26,28.2,32.6,23.2,1008.9,71,0,2.9,7.8,74.1
27,28.8,33.7,23.1,1009,60,0,2.1,10.2,-
