Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,28.2,33.7,23.3,1008.7,64,0,1.9,0.7,5.4
2,28.8,34.2,23.4,1008.2,71,0,1.9,0,-
3,28.6,34.4,24.6,1008.1,67,0,1.9,0.9,7.6
7,27.9,34.1,24.1,1005.7,77,0,1.1,0.7,5.4
8,27.7,33.3,23,1004.4,71,0,1.4,1.7,7.6
9,28.1,33.7,23,1001.7,65,0,1.8,2.4,9.4
13,28.1,33.7,22.7,1009.5,61,0,3.1,9.6,-
14,26.9,33.6,22,1006.7,62,0,2.3,6.9,25.9
15,26.4,34.1,20.6,1007.6,70,0,1.9,2.2,7.6
19,28.2,33.3,23.3,1009.2,68,0,1.9,2.4,5.4
20,27.2,33,22.4,1008,72,0,1,1.9,7.6
21,27.3,32.7,23,1004.3,72,0,1,2,5.4
25,22.7,30.5,16.2,1010.8,63,0,1.8,2.8,7.6
26,22.9,30.6,16.5,1012.6,64,0,1.4,1.9,9.4
27,22.8,30.6,17,1013.7,58,0,1.1,5,14.8
31,22.3,30.6,16.8,1014.9,72,0,1.1,2.6,9.4
