Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,21.8,29.2,16.2,1012.4,73,0,0.8,2.8,9.4
2,21.9,29.7,16,1013.7,72,0,1,1.9,7.6
3,22.4,29.8,15.7,1015.2,68,0,1.1,1.5,5.4
7,22.3,31.1,16.4,1013.5,75,0,0.8,0.9,3.5
8,22.9,31.5,16.4,1015.2,74,0,1.1,0.7,5.4
9,23.4,30.6,16.7,1016.9,72,0,1.1,1.9,5.4
13,19.6,25.2,17.6,1011.5,89,18.03,0.6,0.6,3.5
14,22.7,29.2,17.4,1014.9,79,0,0.8,1.3,5.4
15,21.6,29.9,17.7,1015.1,78,0,1,1.3,9.4
19,20,27.7,15.2,1013,69,0,1.6,3.5,14.8
20,18.6,27.7,13.2,1010.7,65,0,1.4,9.6,22.2
21,18.4,26.2,13.3,1009.8,60,0,1.6,7.8,18.3
25,19.6,21.8,17.6,1013.5,89,2.03,0.8,0.4,3.5
26,19,25.3,15,1012.3,81,0,1,5.6,14.8
27,16.8,26.6,13.2,1013,70,0,1.4,3.3,11.1
