Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,15.7,27.1,8.2,1015.7,66,0,1.6,1.7,13
2,15.2,26,7.4,1017,65,0,1.6,0,-
3,15.1,26.4,8,1016.6,72,0,1.3,0.7,5.4
7,17.4,25,12,1015.7,47,-,1.9,6.1,22.2
8,16.6,25.2,9.4,1015.4,52,0,1.9,6.7,22.2
9,16.1,26.6,0.7,1015.3,60,0,1.9,1.7,9.4
13,15.7,21.7,12,1018.2,85,0,1,3.3,7.6
14,13.6,21.3,9.6,1020.1,83,0,0.8,4.8,11.1
15,12.7,19.5,8,1021,78,0,1,6.1,11.1
19,15.2,25.6,9.6,1019.9,70,0,1.4,4.4,9.4
20,16.4,23.7,9.6,1020.6,82,0,0.5,2.8,9.4
21,17.4,25,12,1020.8,76,0,0.8,1.3,9.4
25,13.5,25.1,7,1017.8,79,0,1,3.9,13
26,14.4,23.2,7.1,1017.7,74,0,1.3,2,7.6
27,15.1,25,7.6,1017.1,71,0,1.3,3.5,13
31,-,-,-,-,-,-,-,-,-
