Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,28.8,36,22,1005.9,55,0,3.4,5.7,22.2
2,29.9,36.4,21.9,1006,47,0,3.9,8,24.1
3,30.5,36.4,21.3,1007.9,53,0,3.7,7.2,14.8
7,29.6,36,21.6,1007.6,54,0,2.9,6.1,18.3
8,28.8,35.8,22.4,1006.9,63,0,2.6,3.9,11.1
9,29.6,36,22.5,1007.6,58,0,2.7,2.4,11.1
13,29,35,21.6,1004.5,57,0,2.6,4.4,14.8
14,28.8,36.4,21.5,1004.4,56,0,2.6,2.4,13
15,28.2,36.5,19.2,1005.1,54,0,2.7,3.5,16.5
19,28.5,36,19.4,1008.8,58,0,2.4,0.6,9.4
20,27.8,36.3,20.5,1007.5,62,0,1.3,2,13
21,25.9,35.3,18.4,1005.6,61,0,1.6,3.1,11.1
25,23.8,33,17,1013.7,63,0,1.6,2.6,7.6
26,23.8,33.1,16.1,1014,67,0,1.9,0.7,5.4
27,23.8,33.2,17.3,1012.8,69,0,1.8,0.7,5.4
31,22.6,30,16.4,1013.3,77,0,1.1,0,-
