Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,32.2,36.7,28.7,1000.4,72,0,2.7,8.5,11.1
2,31.8,36.7,25,999.9,70,0,2.7,8.1,22.2
3,29.8,36.6,24.4,1000.3,74,17.02,1.9,14.3,22.2
7,28.6,32,26.8,998.6,88,7.11,1.8,2.2,9.4
8,28.9,34.2,26.1,999.1,83,0,1.9,5.4,14.8
9,27.2,34.2,25.1,1003.1,95,36.07,1.6,4.3,7.6
13,31,35.6,27.4,1002.3,74,0,2.3,2.8,9.4
14,31.4,36.2,27.7,1000.7,72,0,2.6,5,16.5
15,28,36.2,25.6,1001.2,86,36.07,1.9,3.1,9.4
19,29.3,33.6,25.4,1004.9,76,0,3.1,7.8,18.3
20,29.1,33.6,25,1005.2,71,0,2.6,12,29.4
21,28.9,33.7,25,1003.6,75,0,2.3,8.5,18.3
25,29.1,34.7,24.2,1006,66,0,2.7,9.3,24.1
26,29.3,34.7,24.7,1005.9,64,0,2.7,12.2,22.2
27,28.8,34.1,24.3,1005.3,68,0,2.6,12.2,22.2
