Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,31.5,35.6,26.7,997.4,67,0,1.9,13.3,27.8
2,31,36.4,27.8,997.1,69,5.08,1.9,9.3,25.9
3,32.8,38.5,28.2,998,57,0,2.3,11.1,27.8
7,31.1,36.5,27.8,1000.9,73,5.08,1.9,10.4,16.5
8,27.8,36.5,26.8,1002.1,89,3.05,1.9,3.9,11.1
9,28.9,33.3,26.6,1000.2,84,0,1.8,6.1,11.1
13,32.4,36.4,28.2,996.8,72,0,1.9,8.5,14.8
14,29.8,35.6,27.4,997,80,0,1.9,8.3,11.1
15,28.9,32.6,26.8,997.2,79,0,1.9,11.1,14.8
19,31.6,36.3,27.5,993.6,74,0,1.9,3.3,7.6
20,32.4,37.3,28.9,993.3,66,0,1.9,13,18.3
21,31.2,37.3,26.3,995.6,75,6.1,1.9,4.6,7.6
25,30.6,35,27.5,1003.9,74,0,1.9,10.7,14.8
26,29.9,35.6,26.4,1003.9,83,57.91,1.9,2,9.4
27,29.2,35.6,27.2,1000.8,83,1.02,1.9,5.2,11.1
31,32.8,37.2,28.3,996.2,69,0,2.3,7,11.1
