Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,34.3,41.1,26.4,1002.8,32,0,1.9,8.3,18.3
2,33.4,40.3,25.5,1000.1,36,0,2.4,6.5,14.8
3,34.7,41.1,25.9,999.3,31,0,1.9,12,20.6
7,31,36.7,23.8,1002.8,44,0,2.3,5.6,14.8
8,32,38.8,24.7,1000.4,43,0,2.6,3.9,14.8
9,33.8,41.2,26.4,998.8,33,0,1.9,8,20.6
13,33.7,40,28.9,1002.1,40,0,2.6,5.4,16.5
14,34,41,28.2,1001.7,37,0,1.4,4.8,14.8
15,34.7,42.6,28.4,1003.1,30,0,1.9,5.2,11.1
19,35.1,42.2,28.8,998.1,41,0,1.9,12.6,24.1
20,32.2,39.2,27,997.4,57,0,1.9,15,20.6
21,27.1,32.4,21.4,997.7,68,2.03,1.9,14.1,29.4
25,35.2,41.8,29.2,1000,40,0,1.9,15.6,22.2
26,31.6,40.1,27.4,1002.2,48,-,1.9,7.4,33.5
27,31,36.6,25.3,1004.4,49,0,1.9,5.7,18.3
31,34.8,41.5,27.6,996.7,49,0,1.9,13,18.3
