Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,27.8,31,25.2,1001.3,88,62.99,2.4,4.6,7.6
2,30.7,34,25.5,1000.1,73,6.1,2.6,13.7,22.2
3,30.7,34,25,1000.5,65,0,3.4,12,27.8
7,31.1,35,25,1003.1,64,0,3.2,10.4,18.3
8,31.3,35,26,1004.6,63,0,3.2,11.5,18.3
9,31.5,35.5,26.1,-,60,0,3.2,13.5,22.2
13,31.4,36,26.7,1006.7,65,0,3.1,8.3,13
14,30.4,35.6,25.7,1006.5,72,-,2.9,4.3,14.8
15,31.6,35,25.7,1005.3,63,0,2.6,3.7,-
19,31.7,37.1,26,1003.2,63,0,2.9,1.7,5.4
20,32.5,37.2,25.3,1003,59,0,3.1,1.7,7.6
21,32.6,37.4,27,1005.8,63,0,2.6,6.3,13
25,30.7,34.8,25.6,1004.5,66,0,2.6,3.3,11.1
26,31.2,35,25.2,-,63,0,2.7,3,9.4
27,31.4,35.2,26,1005.8,62,0,3.1,2,7.6
