Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,23.4,31.1,14.2,1016,60,0,1.1,3,7.6
2,22.6,30.6,15.8,1015.4,69,0,0.5,1.1,5.4
3,23.9,32,14.5,1015.6,63,0,1,2,5.4
7,23.2,30.2,14,1012.6,55,0,1.1,7.4,18.3
8,22.5,29.5,15.6,1013.3,56,0,1.1,11.7,22.2
9,21.7,30,12.2,1014.5,52,0,1.1,6.3,16.5
11,-,-,-,-,-,-,-,-,-
14,22.2,30.2,13.6,1015.6,63,0,1.6,1.5,3.5
15,20.8,29.3,12.1,1016.7,58,0,1.8,3.5,9.4
16,20.7,28.8,10.6,1017.8,56,0,1.8,6.1,16.5
20,20.8,29,10.5,1013.9,61,0,1.8,2.6,7.6
21,22,31,10.7,1013.2,56,0,1.8,2.4,14.8
22,21.4,30.6,10.8,1011.9,54,0,2.6,7.8,18.3
26,24.2,31,16.5,1013,36,0,2.9,13.9,22.2
27,22.7,30.8,13.6,1012,38,0,3.4,11.9,20.6
28,21.4,29.6,12.7,1013.7,40,0,2.6,8,20.6
