Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,29.1,32.6,26.4,998.6,85,-,1.8,5.9,13
2,30.9,35,26,997.4,73,-,2.6,6.5,11.1
3,32.6,36,26.2,997.8,66,0,3.4,5.6,9.4
7,33.3,36,26.4,999.7,67,0,3.2,7.8,18.3
8,33.4,36.5,28.6,999.9,66,0,2.9,9.8,16.5
9,31.2,36.7,28,997.8,75,-,2.7,9.1,14.8
13,29.9,34,25.5,1000.2,80,-,1.4,3.3,11.1
14,29,33.7,26,999.1,85,-,2.1,6.5,22.2
15,31.3,34.5,27,997.6,71,0,3.2,12.2,22.2
19,31.7,34,26.4,999,71,0,2.6,2,11.1
20,32.6,36,27.6,999.6,70,0,2.7,10.6,20.6
21,31.2,35.9,26.1,1000.4,71,0,3.2,8.7,18.3
25,31,35,26.8,1004.1,76,-,2.6,6.1,14.8
26,30.8,35.2,26.8,1005,76,-,2.7,3.7,18.3
27,31.4,36,25.5,-,73,0,3.1,6.5,13
31,27.3,33.3,24,1002.4,89,-,2.1,7.8,27.8
