Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,19.2,25.9,11.9,1017,84,0,0.8,2.6,9.4
2,18.9,25.8,11.5,1017.9,77,0,0.6,5,13
3,19.3,27,11.7,1019.6,57,0,1.8,5.2,11.1
7,17.8,24.8,11.2,1017,74,0,0.6,0.7,7.6
8,15.8,24.3,8.7,1015.8,77,0,0.8,1.7,7.6
9,18.2,27,7.7,1013.7,72,0,0.6,1.1,7.6
13,19,27.1,10.5,1015.1,61,0,1.6,3.3,9.4
14,18,26.6,10.5,1017.1,61,0,1.9,8,14.8
15,17.2,24.2,10,1017.2,58,0,1.6,9.3,22.2
19,16.3,23,6.6,1016.9,61,0,1,9.4,20.6
20,18.1,24,11.2,1015.4,56,0,1.8,15.9,25.9
21,17.8,25,10.7,1015.8,54,0,2.3,9.4,22.2
25,13.9,24.5,11.4,1015,95,0,0.6,8.7,14.8
26,16.3,23,9.8,1016.9,78,0,1.1,7.4,16.5
27,16.3,23.4,9,1017.3,68,0,1.3,7.8,18.3
31,-,-,-,-,-,-,-,-,-
