Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,36,40,26.6,1001.7,46,0,3.1,9.1,22.2
2,37.7,42,30.7,1000.9,37,0,2.6,11.9,22.2
3,37.6,43,28.7,1001.2,42,0,2.4,2.8,11.1
7,34.6,40.3,28.7,1001.1,51,0,2.7,10.2,25.9
8,35.9,41,28.6,998.6,50,0,2.6,8.5,18.3
9,35.7,41.2,30,997.6,48,0,2.3,9.3,27.8
13,36,41,27.6,997.7,46,-,2.4,12.8,25.9
14,32.6,40.7,26,996.9,59,-,2.6,11.9,29.4
15,34.7,38,30.5,995.4,55,0,2.4,10.4,18.3
19,35.6,40,30,1000.7,57,0,3.1,9.4,25.9
20,31.1,40.1,26,999.8,74,-,2.4,7.6,14.8
21,32.9,38.6,27,999.7,64,0,2.4,8.9,16.5
25,35.5,39.9,31.2,999.7,60,0,2.4,9.8,18.3
26,34.9,39.6,29.6,999.6,61,0,2.4,7.8,14.8
27,34.4,39.4,26,998.3,63,0,2.3,8,14.8
