Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,34.7,41.5,22,1001.7,24,0,2.3,8.5,16.5
2,38,44,23.8,1001.1,20,0,2.6,9.6,29.4
3,35.4,44,28,1003.2,35,0,2.7,6.5,18.3
7,33.2,38,25,1004.6,41,0,2.7,4.6,9.4
8,35.1,39.2,25.3,1005.1,40,0,2.4,7.2,11.1
9,33.8,39.8,27.6,1005.5,44,0,2.4,9.8,16.5
13,37.1,42,27.5,1000.7,30,0,2.9,8.3,18.3
14,36.5,43,27,1001.8,35,0,2.6,4.1,22.2
15,37.3,42.4,27.4,1002.4,32,0,2.6,4.8,14.8
19,37.3,43.7,28.6,997.4,44,0,2.6,9.4,22.2
20,37.3,42.8,31.2,996.2,49,0,2.6,8.3,14.8
21,36.2,41.5,30.7,995.3,50,0,2.9,10.9,18.3
25,32.9,39,27.4,996.6,50,-,2.4,9.4,27.8
26,34.6,39,26,998.4,49,0,2.4,6.7,16.5
27,37.4,41,30.6,998.8,31,0,1.9,14.1,27.8
31,32.7,37.5,24.7,1002.3,55,0,2.4,7.4,18.3
