Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,18.1,28,10,1016.1,66,0,1.4,1.7,7.6
2,17.2,28.4,9.8,1015.8,73,0,1.1,1.9,11.1
3,17.4,28.4,9.2,1016.6,74,0,1.1,1.5,11.1
7,16,26.1,9.1,1014.4,81,0,1,1.1,5.4
8,16.6,26.2,9.6,1013.9,85,0,0.6,0,-
9,16.2,25.3,9.5,1013.4,81,0,0.8,2.2,14.8
13,16.5,24.5,10.8,1012.2,74,0,1.6,10.2,22.2
14,15.4,24.9,8.2,1012.8,82,0,1,0.7,3.5
15,15.5,24.9,9.4,1015.1,88,0,0.6,2.6,7.6
19,16.3,22.4,10.8,1012.8,91,0,0.6,3.1,11.1
20,15.4,19.7,11.6,1016,93,0,0.6,4.4,9.4
21,14.6,15.9,12.5,1016.9,95,0,0.5,0.4,3.5
25,13.6,20.4,7.5,1020.7,67,0,1.1,10.2,40.7
26,12.3,20.6,6.2,1019.4,71,0,1.3,4.4,18.3
27,11.9,17.1,6.5,1018.6,84,0.25,1.1,1.1,5.4
31,14.3,19.2,10.9,1020.5,91,6.1,1.6,4.8,11.1
