Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,23.8,30.5,18.4,1013.5,71,0,1.6,1.3,3.5
2,22.4,28.6,16.3,1014.6,67,0.51,1,5.4,11.1
3,20.9,28.1,13.6,1016,59,0,0.8,6.3,18.3
7,20.1,27.1,14,1015.5,78,0,0.6,3.9,11.1
8,18.9,27.1,14.5,1015.2,80,0,0.6,1.3,7.6
9,19.1,25.6,12.4,1016.6,79,0,0.8,0.4,3.5
13,17.8,26.2,11,1014.3,68,0,1,3,11.1
14,17.6,25.6,11.2,1015.2,68,0,1.1,3.5,14.8
15,17,26.6,10,1016.5,70,0,1.1,0.9,7.6
19,17.8,26.9,11.4,1015.4,67,0,1.4,7.2,20.6
20,18.2,28.1,10.4,1012.6,61,0,1.8,2.6,11.1
21,18,28.5,10.2,1013.2,68,0,1.1,2,11.1
25,21.1,28.8,13.8,1012.8,57,0,1.6,9.4,22.2
26,21.3,28.8,15,1011.9,58,0,1.9,9.6,16.5
27,19,28.8,12.5,1014.7,72,0,1.6,2.8,9.4
