Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,15,24,7.6,1017.4,81,0,0.6,2.2,7.6
2,16.3,24,12,1017.2,80,0,0.8,1.3,9.4
3,18.7,26.3,9.5,1015.3,64,0,1.6,1.7,7.6
7,14.6,21.6,9.4,1018.4,72,0,2.7,9.4,18.3
8,14.7,21.7,8.4,1017.1,71,0,1.8,10.9,22.2
9,14.8,22.6,8.5,1016.8,67,0,2.1,9.3,18.3
13,17.4,25.4,10.3,1015.8,63,0,1.9,6.7,14.8
14,18.1,26.7,10.2,1013.8,61,0,2.6,5,11.1
15,18.3,23.2,12.7,1011.2,75,0,1.9,10,22.2
19,16.4,22,11.2,1015.5,81,0,1.6,5.9,18.3
20,16.9,23.5,10.1,1016.8,80,0,1.3,5.2,22.2
21,19.3,26.9,12.1,1015.6,74,0,1.6,5.9,11.1
25,17.2,24.2,10.8,1018.3,74,0,2.6,4.6,14.8
26,17.7,26.5,9.8,1015.3,73,0,1.4,4.8,14.8
27,20.4,28.4,15.2,1014.7,62,0,2.4,5,14.8
