Day,T,TM,Tm,SLP,H,PP,VV,V,VM
1,30.2,35.6,25.6,1003.6,68,0,3.1,14.8,22.2
2,31.7,35.9,27,1003.6,59,0,2.6,14.4,22.2
3,31.6,36.3,25.9,1002.7,58,0,2.7,15.4,25.9
7,30.9,35.6,25,1004.8,58,0,2.3,6.9,14.8
8,29.6,34.2,25.8,1007.3,67,0,1.9,6.3,14.8
9,29.3,35,24.1,1007.6,70,3.05,1.9,4.3,11.1
13,30.6,36,25.8,1007.2,74,0,1.6,2.8,7.6
14,31.2,36.4,25.8,1004.4,69,0,1.9,2,7.6
15,31.6,36.8,25.9,1001.5,63,0,2.4,3.9,11.1
19,29.9,36.2,23.4,1002.5,66,0,1.9,1.9,7.6
20,28.7,34.1,25.2,1002.9,76,0,1.9,9.6,51.9
21,26.3,34.1,24,1003.4,87,0,1.9,6.1,11.1
25,28.6,35.6,25.3,1005.4,79,32,2.6,5.7,13
26,28.6,34.5,24,1006.7,81,0,1.9,3.9,9.4
27,29,34.2,24.3,1005.8,76,0,1.9,7.4,20.6
